iGalID,iGrID,Name,RAJ2000_gal,DEJ2000_gal,z_gal,logMstar_gal,RAJ2000_group,DEJ2000_group,z_group,logLtot,logLobs,logMtot,logMstar_group,NMstar,logMdyn,sigma,Rad,angRad,DL,Ntot
43334,6,    11571739+4916597,179.32244873,49.2832489,0.0032869,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
3190,6,    11514768+4840593,177.94859314,48.6831398,0.0039247,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
30793,6,    11494049+4825334,177.41874695,48.42597961,0.0038938,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
8004,6,    11564210+4820022,179.17547607,48.3339386,0.0038476,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
814,6,    11534174+4751316,178.42393494,47.85876083,0.0033641999999999995,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
280,6,    11460778+4729401,176.53242493,47.49449921,0.0037284999999999996,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
15913,6,    11392067+4630482,174.83625793,46.5134201,0.0031917,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
4292,6,    12415270+4116253,190.46958923,41.27371979,0.0027747,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
357,6,    11332117+4701447,173.33822632,47.02909088,0.0036088,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
3774,6,    12095860+4627258,182.49417114,46.45718002,0.0015806,8.67813,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
1423,6,    12284555+4451512,187.18981934,44.86421967,0.0023469999999999997,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
180,6,    12281111+4405368,187.04632568,44.09355927,0.0014159,9.53687,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
174,6,    12110436+5029048,182.76818848,50.48468018,0.0032183,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
9028,6,    12303111+4142042,187.62969971,41.70116043,0.0024043000000000003,8.203560000000001,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
187,6,    12303636+4138370,187.65153503,41.64363098,0.0026453,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
40301,6,    12203811+4617276,185.15878296,46.29106903,0.0024666,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
11,6,    12185761+4718133,184.74008179,47.30371857,0.0021780000000000002,10.86304,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
4674,6,    12173014+4537094,184.37556458,45.61928177,0.0024010000000000004,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
263,6,    12062311+5242394,181.59631348,52.71094894,0.0034226,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
1741,6,    11374410+4753351,174.43374634,47.89310074,0.0030951,,179.39993286,53.37451935,0.0032183,11.98882,11.9855,13.723329999999999,11.50756,6,11.655999999999999,215.7301,1395.5291,6.0460080000000005,13.2607,43
138,8,    12294887+1325455,187.45365906,13.42932034,0.008570900000000001,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
37,8,    12250377+1253130,186.26574707,12.88696003,0.0046329,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
1121,8,    12223135+1532165,185.63066101,15.537920000000002,0.0016047000000000001,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
376,8,    12434262+1623362,190.92764282,16.39337921,0.0036653,9.99799,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
4169,8,    12330494+1615557,188.2706604,16.26548958,0.0042402,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
18754,8,    12335671+1521163,188.48629761,15.354559900000002,0.0088364,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
22499,8,    12315475+1507261,187.97814941,15.12394047,0.0080644,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
1080,8,    12270254+1527406,186.76060486,15.46135998,0.0062486,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
1804,8,    12284329+1459578,187.18035889,14.99944019,0.006639699999999999,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
1005,8,    12251230+1445439,186.30133057,14.76220036,0.0056698,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
33,8,    12261181+1256454,186.54922485,12.94596958,0.00028050000000000004,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
35,8,    12315921+1425134,187.99673462,14.42041016,0.0086834,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
595,8,    12260756+1306460,186.53149414,13.11279011,0.0018807000000000001,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
315,8,    12194528+1247540,184.93865967,12.79833031,0.0044716999999999995,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
2709,8,    12151687+1301258,183.8203125,13.02383995,0.0034459000000000004,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
51,8,    12155444+1308578,183.97685242,13.14939976,0.0015459000000000002,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
21887,8,    12155329+1312568,183.97200012,13.21580029,0.0019590999999999996,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
6397,8,    12162252+1318254,184.09384155,13.30704021,0.0018744,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
522,8,    12153937+1354053,183.91401672,13.90151024,0.0008336,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
976,8,    12251473+1536269,186.31143188,15.60746956,0.0046424,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
41346,8,    12232004+1549139,185.83351135,15.82052994,0.0026788,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
37354,8,    12213877+1544427,185.41159058,15.74518967,0.005307500000000001,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
66,8,    12225489+1549205,185.72874451,15.82238007,0.0063191,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
402,8,    12254682+1239434,186.44508362,12.66207027,0.0095171,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
159,8,    12274565+1300309,186.94021606,13.00858974,0.0013283,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
163,8,    12274050+1304444,186.91874695,13.07900047,0.0037632,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
5181,8,    12220361+1244269,185.51502991,12.74085045,0.007511,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
31,8,    12252405+1811278,186.35021973,18.19108009,0.0034863,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
13556,8,    12220408+1247139,185.51705933,12.78724957,0.0061729,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
477,8,    12255562+1812501,186.48178101,18.21393013,0.0041292,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
7830,8,    12233719+1732150,185.90501404,17.53758049,0.0048726,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
21171,8,    12172724+1739022,184.36352539,17.65056992,0.0042303,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
303,8,    12214247+1435519,185.42698669,14.597760199999998,0.0047525,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
6884,8,    12171493+1631532,184.31222534,16.53138924,0.0041066,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
564,8,    12233531+1643199,185.89709473,16.72225952,0.004239,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
290,8,    12235781+1641360,185.99093628,16.69334984,0.005072699999999999,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
2404,8,    12252551+1628120,186.35623169,16.46999931,0.006776899999999999,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
5019,8,    12313956+1651101,187.91484069999998,16.85277939,0.0060828,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
2242,8,    12305224+1645313,187.71765137,16.75876045,0.00419,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
2123,8,    12260711+1610510,186.52967834,16.18087959,0.006858199999999999,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
7896,8,    12292635+1624170,187.35978699,16.404769899999998,0.0062604,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
39409,8,    12271690+1601282,186.82046509,16.02452087,0.0067975,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
1507,8,    12254171+1248372,186.42376709,12.81040001,0.0028877,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
128,8,    12282963+1705058,187.12347412,17.08494949,0.007577500000000001,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
3720,8,    12301834+1334388,187.57646179,13.57750034,0.0039086,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
5023,8,    12330756+1434297,188.28144836,14.57493973,0.004213199999999999,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
23599,8,    12200327+1457412,185.01365662,14.96146965,0.0056096,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
835,8,    12353061+1213154,188.8775177,12.22091961,0.0023541,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
989,8,    12365637+1413024,189.23487854,14.21735954,0.0021704999999999997,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
26346,8,    12423733+1421257,190.6555481,14.35713005,0.0020250999999999997,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
1081,8,    12353797+1215504,188.90821838,12.2639904,0.0049924,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
1670,8,    12424098+1417451,190.67066956,14.295849800000003,0.0020454,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
39350,8,    12324421+1411458,188.1842041,14.19610977,0.007376000000000001,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
7251,8,    12415932+1256346,190.49723816,12.94291973,0.0048186999999999995,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
31841,8,    12335160+1319213,188.46502686,13.32252026,0.0064595,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
316,8,    12435663+1307348,190.98599243,13.126350400000002,0.0045566,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
964,8,    12425243+1315260,190.71846008,13.257229800000001,0.0044578000000000005,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
1864,8,    12442937+1329552,191.12242126,13.49862003,0.002618,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
71,8,    12353988+1233217,188.91618347,12.55603981,0.0022148000000000003,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
29441,8,    12352723+1245014,188.86349487,12.75037956,0.0035415,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
1019,8,    12341584+1304318,188.56604004,13.07551003,0.0013797,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
60,8,    12364981+1309463,189.20756531,13.16287041,0.0002901,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
151,8,    12300227+1338112,187.50944519,13.63644981,0.0056033,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
8895,8,    12321048+1325107,188.04371643,13.41963959,0.0029523,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
373,8,    12290301+1311018,187.26254272,13.18385029,0.0075298000000000006,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
1975,8,    12285753+1314308,187.23976135,13.24192047,0.0032061,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
54,8,    12374359+1149051,189.43165588,11.81809044,0.0061423,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
23985,8,    12425775+1217121,190.74064636,12.28676033,0.0066627,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
1764,8,    12405755+1154438,190.23983765,11.91211987,0.0065457,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
152,8,    12352642+1429467,188.86012268,14.49631977,0.0026884,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
20608,8,    12151254+1425582,183.80227661,14.43284988,0.0044196999999999995,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
8097,8,    12293088+1402569,187.37872314,14.04915047,0.0040466,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
94,8,    12134829+1454016,183.45121765,14.90046978,0.0006251000000000001,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
813,8,    12171141+1519262,184.2975769,15.32398987,0.0039697,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
129,8,    12290002+1358428,187.25010681,13.97856045,0.005118899999999999,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
19126,8,    12471526+1012124,191.81362915,10.20347977,0.0046954,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
1310,8,    12481509+1059010,192.06282043,10.98361969,0.0049353999999999995,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
439,8,    12443197+1111259,191.133255,11.19052029,0.004685,,187.99673462,14.42041016,0.0049353999999999995,12.9993,12.989889999999999,14.79926,11.03863,15,12.6329,668.9239,1376.2981,3.9046019999999997,20.3639,205
